dis_rate,ang_rate,label
0.04245873279599059,-0.05867938877620197,1
0.3172396349258199,-0.1429900105815199,1
0.08694457322422283,-0.382531183429698,1
0.04391032445138181,-0.5006375419790947,1
0.19915620353626257,-0.0009365154346694294,1
0.1267083378637351,-0.35380482839439303,1
0.4394554067780946,-0.6833806931056742,1
0.0732379234695775,-0.01723702056515332,1
0.07532701428779685,-0.7172265453150151,1
0.33154097083377787,-0.5615148988432707,1
0.009352012184690301,-0.4878734561988428,1
0.43880100086877494,-0.08483577996452704,1
0.3114143826358272,-0.7649962760457318,1
0.1705849787003338,-0.050953446099370685,1
0.09098330075465609,-0.32651944645078773,1
0.6654257096186907,-0.03257596557943967,1
0.03466952772904366,-1.2862564858442311,1
0.36849187814971524,-0.3913564805283603,1
0.16913185214305748,-0.2630378363025846,1
0.428470455220185,-0.4097900749355185,1
0.37367787699593763,-0.12087678107064749,1
0.029983669212153,-0.7613772192895647,1
0.03510980615921753,-0.0014516186401506014,1
0.07806986640647805,-0.04526599443384705,1
0.3490851201428595,-0.09865560586978915,1
0.13052123207308025,-0.8313643435729384,1
0.009539556485386671,-0.05527415185546239,1
0.12106699321124596,-0.0018706687083121913,1
0.005279708787150615,-0.028978521150817668,1
0.10811822359302417,-0.6114821839094405,1
0.46456180014339116,-0.12824470293622223,1
0.021686870244089933,-0.48762696469870837,1
0.12489959775074408,-0.11193041799550359,1
0.3121985229266966,-0.16060285668525484,1
0.024649385784176567,-0.34939942024922555,1
0.08060344058799013,-0.159472155325911,1
0.17773969356849023,-0.4698973647085495,1
0.7795507817963852,-0.18999662590554292,1
0.34559402584995996,-0.016828760881939697,1
0.03663152505554728,-0.012892598994439477,1
0.024438705697235972,-0.06610277768237481,1
0.26822479669098975,-0.26137184748905484,1
0.004130647387935685,-0.660457569415463,1
0.08170106150690218,-0.18873265271586445,1
0.19202378222973698,-0.031160629497938224,1
0.18129653149721286,-0.2927433953955325,1
0.08703061876301481,-0.25820910624036436,1
0.2661591109589296,-0.32327714939182517,1
0.13194914522705697,-1.5272675819727985,1
0.34740030579275716,-0.9401697813485583,1
0.29618410740526235,-0.6981486674822317,1
0.33934753951679475,-0.4753881806345293,1
0.18595642063114934,-0.3926286657353112,1
0.08903106723172328,-0.39060655606801004,1
0.7690346637211992,-1.3980643799228176,1
0.06321095590511241,-0.004702042907718582,1
0.5801267596316478,-0.3047003253747345,1
0.05305837938008695,-0.008615275378328718,1
0.2742252345403722,-0.37615744898764375,1
0.03881533487688653,-0.006465265839453709,1
0.0632306148858109,-0.34055259404172067,1
0.17430686221699215,-0.6288097663297281,1
0.24674029523852084,-0.31405297996898673,1
0.2562368568044003,-0.4708100450863942,1
0.5750217089978702,-0.046563907955503095,1
0.05620066805972409,-0.001877262967321116,1
0.04172263774316099,-0.05396922611471064,1
0.16338878770912416,-0.2972729402529284,1
0.19679876617239955,-0.6268066295132658,1
0.31600851524930057,-0.44873037688142464,1
0.14936415526117688,-0.361011826329728,1
