dis_rate,ang_rate,label
0.048219922226199245,-0.2082038570719518,0
0.05798606993299224,-0.3031899922880988,0
0.07592645922467868,-0.4460923871065939,0
0.28644385921712867,-0.04938987551324543,0
0.041675490950651435,-0.31181812986975116,0
0.17964054734471227,-0.1421093464665818,0
0.2727036987174095,-0.20847032979910918,0
0.1672236987794349,-0.129648626225583,0
0.01876261679110495,-0.10405638946205638,0
0.023576917056861886,-0.5205397971025363,0
0.0689834020772542,-0.5499207860808568,0
0.25325362850608707,-0.2557578611161199,0
0.5916135420502164,-0.16293729530278733,0
0.4508945247780626,-0.09932628780037109,0
0.24340306142375126,-0.6326453558776581,0
0.26363082597075693,-0.7712113624936943,0
0.19773857408858406,-0.6862155378716721,0
0.6182857899072516,-0.43904154755991837,0
0.3426056626892047,-0.11693459365268374,0
0.316826475797473,-0.48126649860843246,0
0.003527994289610834,-0.04703050797654931,0
0.36669768257158464,-0.09708123329442327,0
0.03916698852800069,-0.0282697689017505,0
0.5468384411949688,-0.044678070341504436,0
0.8277616438729883,-0.3883391544675688,0
0.35739867531865943,-0.4843126609537951,0
0.14581812495792013,-0.22605995270574386,0
0.13307515589713004,-0.046789136190243844,0
0.5595545108093398,-0.03591702606057949,0
0.24530134959724328,-0.07715929164202802,0
0.3403322530298204,-0.06794269370711371,0
0.013343443282484517,-0.02436588350848102,0
0.29961857547566956,-0.09613547009683736,0
0.44390407928059145,-0.19504128621304473,0
0.27720048014418014,-0.3407771172187878,0
0.42836832002853437,-0.45753063838043734,0
0.028717384499949056,-0.30829809881516623,0
0.8980968786193779,-0.04511956354715682,0
0.598727530629017,-0.4311988571195723,0
0.5759010964329596,-0.352612682367654,0
0.5517546952055283,-0.0609938462162778,0
0.3488613968926711,-0.30160277222813303,0
0.18107661528154087,-0.6697793465255089,0
0.28360456773484105,-0.4081241244590283,0
0.4404780117414441,-0.8751521825025008,0
0.35227971450388135,-0.06577999642016831,0
0.3550930983259682,-0.3117850360229841,0
0.12267155902660601,-0.11462933507683642,0
0.3470713939113486,-1.0798928895388142,0
0.24975104446644988,-0.5068111776740764,0
0.43204763432336774,-0.09746558696843537,0
0.015409374247689634,-0.05826886532968071,0
0.16380721629685432,-0.04014632823497989,0
0.23867182213012036,-0.4428254928507448,0
0.559641805580075,-0.03492559776619065,0
0.24784872357616133,-0.025922915384520344,0
0.36102293170092714,-0.049597958331722355,0
0.2695183000093535,-0.5177267271893018,0
0.2229126682030412,-0.5165290439554446,0
0.1808586019198186,-0.2004110536643192,0
0.3524969878798752,-0.38429257514855797,0
0.13107649090990253,-0.2627220012340214,0
0.19365952038347875,-0.32922311125662396,0
0.6939261459089711,-0.3016772888966648,0
0.7958445974163324,-0.03336446006730414,0
0.3506923058547502,-0.36159567410081056,0
0.3314789928352314,-0.4004653872148318,0
0.11538702441085463,-0.4935696503311942,0
0.3471197760699365,-0.5037033759861316,0
0.2595609267009528,-0.06735357249525271,0
0.30391119202436195,-0.09632017091184725,0
0.7308222790901515,-0.3362037593707967,0
0.11068324913085145,-0.14639143265981183,0
0.6353646821815225,-0.46578696325048485,0
0.16808363602283305,-0.017644190335396732,0
0.12385227604533426,-0.06312400283436095,0
0.14063091109751805,-0.3896093786356301,0
0.05043681866796735,-0.23845212948909797,0
0.7571444734704555,-0.14796929530108358,0
0.8511898358308578,-0.005059427299847813,0
0.033246581916943636,-0.4086251056986583,0
0.19662866835347656,-0.4770739791154749,0
0.27927347892232507,-0.44168888424104685,0
0.47792678103446173,-0.029034960563043097,0
0.3182065287629031,-0.08729889047200926,0
0.010229690625825192,-0.0646117398237416,0
0.494090964763815,-0.36626071346548816,0
0.1577632201886672,-0.27223526270393095,0
0.19056750330019437,-0.6248137487796752,0
0.6455230280039721,-0.6414735303602188,0
0.06861649302105095,-0.4695013082481626,0
0.30192102300796875,-0.15823770879666707,0
0.7770387643172667,-0.005218791588805998,0
0.06683747947306812,-0.0733140444448825,0
0.5954325278133641,-0.3173631795403063,0
0.13262539722301775,-0.4181155357053487,0
0.25116785532741853,-0.791056065171762,0
0.01867181373134246,-0.6784880388815661,0
0.23098624313550478,-0.00944512083317433,0
0.2537241282959882,-0.1591801697897253,0
0.053961606962161596,-0.6383911552850728,0
0.21964742398578158,-0.5535836244271776,0
0.11716374223819884,-0.7098893668228873,0
0.3443214263746442,-0.6545252886511649,0
0.8415946368403366,-0.8824172537391204,0
0.19061063793063657,-1.2242491184152178,0
0.3784728313482987,-0.045087781936283246,0
0.4900422803591963,-0.12605864457289553,0
0.35401504125475186,-1.4359806906381851,0
0.5994988453777172,-0.9890079077030788,0
0.8675482036279595,-0.50685651355974,0
0.5497996247545639,-0.37548515383660014,0
0.006156312721322874,-0.6701406299768157,0
0.42491808953388416,-0.2263444422108839,0
0.21946319242615225,-0.025455887062351242,0
0.13847356707722594,-0.19622251219687661,0
0.07260898450304516,-0.05842664359063914,0
0.01943923641710883,-0.07209071207659662,0
0.016625367710602988,-0.48264406687677835,0
0.3183767418713632,-0.29044479754157204,0
0.41217590538620835,-0.2729349842613829,0
0.10628587467522323,-0.3412614995836615,0
